title,like_count,author_name,author_link,clean_link,dirty_link,normalized_count,correct_clean_link
家人们真的很恐怖的，好吧。,25,Camellia.,/user/profile/6231451e00000000100041dd?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/665dca5e000000001500bd89,/search_result/665dca5e000000001500bd89?xsec_token=ABaP-ZaShisAS-jDQkcAzmppQYFGKZECHSogbnBsmQiLc=&xsec_source=pc_search,25,www.xiaohongshu.com/explore/665dca5e000000001500bd89
一年了，日本核污水排海已经没人在意了吗？,867,乌安娃,/user/profile/5be191641090780001ced768?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/665daeb8000000001501087f,/search_result/665daeb8000000001501087f?xsec_token=ABaP-ZaShisAS-jDQkcAzmptlc3SJRuyeRP--MDEplYuM=&xsec_source=pc_search,867,www.xiaohongshu.com/explore/665daeb8000000001501087f
抵制日本排放核废水！,12,专注的sunshine,/user/profile/62b5213f000000001b002fb1?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/665c83f80000000014018f92,/search_result/665c83f80000000014018f92?xsec_token=ABMTq8YEy4wgy3eQqGQdxX6-0N7RBbyw2RfeCdj4mcHaU=&xsec_source=pc_search,12,www.xiaohongshu.com/explore/665c83f80000000014018f92
咱们注意了，日本核废水真的离我们不远,71,巴拉巴拉（小号）,/user/profile/644e01c600000000100268c8?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/665c6fac000000001303fd33,/search_result/665c6fac000000001303fd33?xsec_token=ABMTq8YEy4wgy3eQqGQdxX68yreiLVaSezjKqVAiUKuY8=&xsec_source=pc_search,71,www.xiaohongshu.com/explore/665c6fac000000001303fd33
不要做沉默看客，还世界一个干净的海洋！,68,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668fa00e0000000025017d6f,/search_result/668fa00e0000000025017d6f?xsec_token=ABMPGXUkeROv_X-r4OkuNldmGUfcmmS-mM3FeN_QnGcn4=&xsec_source=pc_search,68,www.xiaohongshu.com/explore/668fa00e0000000025017d6f
,5,+,/user/profile/66056c85000000000600e096?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668f907f000000000d00c06e,/search_result/668f907f000000000d00c06e?xsec_token=ABMPGXUkeROv_X-r4OkuNldr8rU4KbzXiQwc60fhmkMGw=&xsec_source=pc_search,5,www.xiaohongshu.com/explore/668f907f000000000d00c06e
无所谓，我会一直发核污水,3.6万,北北,/user/profile/64c135b1000000002b0087ce?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6687507b000000001c025b65,/search_result/6687507b000000001c025b65?xsec_token=ABMZGfhtCGOUdvYbnjEFNbPl4DcFblLEqIorPyjJvASjU=&xsec_source=pc_search,30000,www.xiaohongshu.com/explore/6687507b000000001c025b65
,25,爱吃大米饭,/user/profile/58e203f282ec392fb9ee8ff4?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668e012b00000000250039e7,/search_result/668e012b00000000250039e7?xsec_token=ABrVDIwahY4dGdd9dHIH3mlYSo4DbJh5441kSv6guiEa0=&xsec_source=pc_search,25,www.xiaohongshu.com/explore/668e012b00000000250039e7
不做沉默看客，还世界一个干净的海洋！,179,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668cd7c20000000025016251,/search_result/668cd7c20000000025016251?xsec_token=ABCBK6y9T3vXR-Aljtc7I32ZJBKXc2cerlMmHzZ7vZ41I=&xsec_source=pc_search,179,www.xiaohongshu.com/explore/668cd7c20000000025016251
排放核污水,17,凯凯学长,/user/profile/642fa3a2000000001002ad80?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668c84d20000000025001919,/search_result/668c84d20000000025001919?xsec_token=ABCBK6y9T3vXR-Aljtc7I32Y2ry9vwarxF0HNE0T1w4ic=&xsec_source=pc_search,17,www.xiaohongshu.com/explore/668c84d20000000025001919
哪里来的小日子😅,33,张玥🌾,/user/profile/5ee74d630000000001007508?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668bf6ac000000000a026e2d,/search_result/668bf6ac000000000a026e2d?xsec_token=ABPS_-fm1nYb0QgeRM7NKnStEObkzCex6MVQIC_xNWWrQ=&xsec_source=pc_search,33,www.xiaohongshu.com/explore/668bf6ac000000000a026e2d
核污水正在持续排放。,23,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668be59e0000000025002f1f,/search_result/668be59e0000000025002f1f?xsec_token=ABPS_-fm1nYb0QgeRM7NKnSiAE6im19fzHDZW33gw50d8=&xsec_source=pc_search,23,www.xiaohongshu.com/explore/668be59e0000000025002f1f
关于核污水排放的热度却越来越低！,18,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668b6f840000000025004e04,/search_result/668b6f840000000025004e04?xsec_token=ABPS_-fm1nYb0QgeRM7NKnSvtQqj7Fz9_3P_A7aD-zJ_c=&xsec_source=pc_search,18,www.xiaohongshu.com/explore/668b6f840000000025004e04
小日子又发核废水了怎么办,21,BiuBiu娃子,/user/profile/6558220c000000000403b6b8?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668a9786000000000d00e211,/search_result/668a9786000000000d00e211?xsec_token=ABdiq6LvboR2kNgsoGTSzvARyvK2c4vb9S2srhST3CyxM=&xsec_source=pc_search,21,www.xiaohongshu.com/explore/668a9786000000000d00e211
当我们在关注核废水事件时，,3,U柚子,/user/profile/5aff84f3e8ac2b071c35e3dd?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668a5bfc0000000003027830,/search_result/668a5bfc0000000003027830?xsec_token=ABdiq6LvboR2kNgsoGTSzvATY14nT_2Au7T2KyWePygQ4=&xsec_source=pc_search,3,www.xiaohongshu.com/explore/668a5bfc0000000003027830
纯净的海洋一去不复返了,983,小胡同学,/user/profile/6255430d000000001000abe9?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668a3246000000000a0260c8,/search_result/668a3246000000000a0260c8?xsec_token=ABdiq6LvboR2kNgsoGTSzvATO_b0HTczo-mQ2Ai99gVCA=&xsec_source=pc_search,983,www.xiaohongshu.com/explore/668a3246000000000a0260c8
不做沉默看客，还世界一个干净的海洋！,270,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/668a1681000000001e013b93,/search_result/668a1681000000001e013b93?xsec_token=ABdiq6LvboR2kNgsoGTSzvARS3vY5isvtuZ4UmXJtJJ_c=&xsec_source=pc_search,270,www.xiaohongshu.com/explore/668a1681000000001e013b93
香港政府检测“核废水”的正确方法,5,刃心,/user/profile/64e17db5000000000100ee08?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669a37fa0000000025007649,/search_result/669a37fa0000000025007649?xsec_token=ABsUcF-6v7f4UmbOfgCNaAuhrKepdXx8X_cxiOcZ0BA6Q=&xsec_source=pc_search,5,www.xiaohongshu.com/explore/669a37fa0000000025007649
日本核污水,2,小红薯6211C4AA,/user/profile/621051ff0000000021022b68?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669a24a9000000000a02605c,/search_result/669a24a9000000000a02605c?xsec_token=ABsUcF-6v7f4UmbOfgCNaAuq5vTZa8S1LnHishvZnyQIo=&xsec_source=pc_search,2,www.xiaohongshu.com/explore/669a24a9000000000a02605c
"极限核废水生存,每5秒上升一格能否幸存下去",3840,.奶油🍎,/user/profile/66972a960000000003031a63?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669a097e0000000025014bb0,/search_result/669a097e0000000025014bb0?xsec_token=ABsUcF-6v7f4UmbOfgCNaAurleqMy_G-2P4_-L00kSETY=&xsec_source=pc_search,3840,www.xiaohongshu.com/explore/669a097e0000000025014bb0
核污水排海,602,银铃.,/user/profile/63e8914b00000000260135db?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6699018a0000000025001254,/search_result/6699018a0000000025001254?xsec_token=ABfrJ8JduoWzGIFyZvbGtPr2Ds8hZpUwdUJLNVu3HGqAE=&xsec_source=pc_search,602,www.xiaohongshu.com/explore/6699018a0000000025001254
快转，让更多人看到,13,星星,/user/profile/666d68fb0000000003030cff?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6698f0820000000025007a07,/search_result/6698f0820000000025007a07?xsec_token=AB4zZNS4aSVOBMVgmKXFbc8sWh4Y1oJFpSLcsxHsaw-nA=&xsec_source=pc_search,13,www.xiaohongshu.com/explore/6698f0820000000025007a07
,178,为碧琪痴狂！（爱勾勾）,/user/profile/63a19e510000000026004bbc?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6698e04d000000000a025349,/search_result/6698e04d000000000a025349?xsec_token=AB4zZNS4aSVOBMVgmKXFbc8tQMa40xhrakFN4pceapnJY=&xsec_source=pc_search,178,www.xiaohongshu.com/explore/6698e04d000000000a025349
关注福岛核污水，了解7月17日国内空气辐射,51,小红学前端,/user/profile/604095520000000001004cf6?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669881570000000025005cad,/search_result/669881570000000025005cad?xsec_token=AB4zZNS4aSVOBMVgmKXFbc8jYPHJTXIfBj29dlO7QCgvI=&xsec_source=pc_search,51,www.xiaohongshu.com/explore/669881570000000025005cad
关于日本排放核污水,16,吃鸡蛋不吃黄,/user/profile/62e24375000000001e01fcca?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6697ac68000000000a007755,/search_result/6697ac68000000000a007755?xsec_token=ABVpCO6IOExt2HgV3TChkFkXdJuQSCc86SWiXYJerb468=&xsec_source=pc_search,16,www.xiaohongshu.com/explore/6697ac68000000000a007755
你知道人如果长期喝核污水，会发生什么嘛！,45,G102馨馨月,/user/profile/666691960000000007006427?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66973a2d0000000025006478,/search_result/66973a2d0000000025006478?xsec_token=ABVpCO6IOExt2HgV3TChkFkQeEMkjxAw80Qxz9PrpytnE=&xsec_source=pc_search,45,www.xiaohongshu.com/explore/66973a2d0000000025006478
许多人都不知道，七月大变天，比疫情更可怕,41,应老师聊商业,/user/profile/65f1508700000000050090ab?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669238420000000025004032,/search_result/669238420000000025004032?xsec_token=ABWhcfQbZDxMyRTRgGi6NSQq_eArj820cFYVz5hSBU1RY=&xsec_source=pc_search,41,www.xiaohongshu.com/explore/669238420000000025004032
第七轮核污水排放完毕 我们的大海怎么样了,1216,海之尽,/user/profile/6200f9c70000000021025870?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6697217300000000250161a8,/search_result/6697217300000000250161a8?xsec_token=ABVpCO6IOExt2HgV3TChkFkUyDRlJPgRGS8G04SIDXHkg=&xsec_source=pc_search,1216,www.xiaohongshu.com/explore/6697217300000000250161a8
少听舆论，核废水事排放只用几句话就能解释,9,小红薯65FD63CD,/user/profile/65fc2745000000000b032130?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6695c448000000000a004fc3,/search_result/6695c448000000000a004fc3?xsec_token=ABjoAjM6No0-CZeSFc73Cp2xl94FxsV5jo0Ph3yMJsEH4=&xsec_source=pc_search,9,www.xiaohongshu.com/explore/6695c448000000000a004fc3
朋友们注意啦！,6,甜妹공주,/user/profile/631be48f000000002303c545?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6695bd74000000000a02727e,/search_result/6695bd74000000000a02727e?xsec_token=ABjoAjM6No0-CZeSFc73Cp22tq0a_A7-o2sKh-2qOGT2U=&xsec_source=pc_search,6,www.xiaohongshu.com/explore/6695bd74000000000a02727e
偶遇老人们在街头反对日本政府排放核废水,2,甲鱼,/user/profile/5f3885840000000001003688?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6694f49b00000000250048f6,/search_result/6694f49b00000000250048f6?xsec_token=ABG6qeHXpZ1oAHqRb7eEX3nl-QCKTGNdzoH541Oxk4FpA=&xsec_source=pc_search,2,www.xiaohongshu.com/explore/6694f49b00000000250048f6
不要做沉默看客，还世界一个干净的海洋！,34,青青子衿,/user/profile/5d96e9dc000000000101b289?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669465580000000025000ec0,/search_result/669465580000000025000ec0?xsec_token=ABG6qeHXpZ1oAHqRb7eEX3ngTeCW6ux2X-RE6IowdVFfA=&xsec_source=pc_search,34,www.xiaohongshu.com/explore/669465580000000025000ec0
关于日本排放核废水这件事,57,泰勒斯的小草莓-Ophelia,/user/profile/62e7855b000000001902c40b?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66939e0a0000000005007883,/search_result/66939e0a0000000005007883?xsec_token=AB3IorSl6bba-3g8ZqzKyxRWI-s18Qdm_KTTDq-Ff7Uns=&xsec_source=pc_search,57,www.xiaohongshu.com/explore/66939e0a0000000005007883
小日子又排核废水了😡,7,halca,/user/profile/645f85da000000001002bf76?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66938340000000002500421f,/search_result/66938340000000002500421f?xsec_token=AB3IorSl6bba-3g8ZqzKyxRb5whv4GDa4mUA3YtP-eAI8=&xsec_source=pc_search,7,www.xiaohongshu.com/explore/66938340000000002500421f
打个电话…,7,Lu,/user/profile/63afb7bc000000002702869a?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669334aa00000000250012e1,/search_result/669334aa00000000250012e1?xsec_token=AB3IorSl6bba-3g8ZqzKyxRfOqwnJf6vG0PdfIeb8WTz8=&xsec_source=pc_search,7,www.xiaohongshu.com/explore/669334aa00000000250012e1
,2,6（暗区突围）,/user/profile/63a4007f0000000026007a58?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6691da160000000025000238,/search_result/6691da160000000025000238?xsec_token=AB84VYRhwTTSO1Rd4Pkpqhc6E7B1Y1xSzWHaqfjL3Jt9s=&xsec_source=pc_search,2,www.xiaohongshu.com/explore/6691da160000000025000238
核污水应对决策，速看！！！,22,出口丫丫,/user/profile/5f294db9000000000101e5f3?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6690ad000000000025015e61,/search_result/6690ad000000000025015e61?xsec_token=AB61EDMbGyQ0XmNtAbCnDGxhEscipGFzewEkWApXOYWyw=&xsec_source=pc_search,22,www.xiaohongshu.com/explore/6690ad000000000025015e61
日本排放核废水,12,黛玉,/user/profile/6412ddea0000000011023dd8?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66907e70000000000a027794,/search_result/66907e70000000000a027794?xsec_token=AB61EDMbGyQ0XmNtAbCnDGxjtwJejQ64pcllKzr6cn4bc=&xsec_source=pc_search,12,www.xiaohongshu.com/explore/66907e70000000000a027794
,15,爱吃西瓜的巅峰,/user/profile/6452dd6300000000120340fe?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66907bb400000000250176c7,/search_result/66907bb400000000250176c7?xsec_token=AB61EDMbGyQ0XmNtAbCnDGxmNtuq2pQ9XOeSomciHOudY=&xsec_source=pc_search,15,www.xiaohongshu.com/explore/66907bb400000000250176c7
7月1日，都硫磺岛附近海域发生地震。,34,Oliver Baby,/user/profile/63416a28000000000a0257dd?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66905ea60000000025017c37,/search_result/66905ea60000000025017c37?xsec_token=AB61EDMbGyQ0XmNtAbCnDGxrwoLOW6q1akv5yD8NHUDfY=&xsec_source=pc_search,34,www.xiaohongshu.com/explore/66905ea60000000025017c37
抵制日本应该是每一个中国人的出厂设置,378,独爱中国红,/user/profile/5b7f8d71b9245800012e4f17?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/663f42a7000000001e0307cf,/search_result/663f42a7000000001e0307cf?xsec_token=ABUn86YCfnu8RVjV7GYgyy4VLCCGmbwlHcYpkjPzsHJ9M=&xsec_source=pc_search,378,www.xiaohongshu.com/explore/663f42a7000000001e0307cf
比疫情可怕，日本核污水全面入侵我国海域,95,老应说外贸,/user/profile/5fe6ee03000000000101cd24?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/663f3ff2000000001e03047f,/search_result/663f3ff2000000001e03047f?xsec_token=ABUn86YCfnu8RVjV7GYgyy4cJkcffAnxVnXclHLjbrEdE=&xsec_source=pc_search,95,www.xiaohongshu.com/explore/663f3ff2000000001e03047f
🆘核污水保M指南！活着就能用到！,924,被迫全能廖主任,/user/profile/5f62c23c0000000001001653?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/663f1cb6000000001e030a6a,/search_result/663f1cb6000000001e030a6a?xsec_token=ABUn86YCfnu8RVjV7GYgyy4clcFgQNNQ3zFO5LQpupxEM=&xsec_source=pc_search,924,www.xiaohongshu.com/explore/663f1cb6000000001e030a6a
今天测一下 没问题吧？,26,钟启康程,/user/profile/6402b7250000000029016676?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/663b76a5000000001e034129,/search_result/663b76a5000000001e034129?xsec_token=ABBtFFGtapfJmcvBIIHV1DvL82ZjHPrFtIuh0yzN2EfRs=&xsec_source=pc_search,26,www.xiaohongshu.com/explore/663b76a5000000001e034129
真的.....来了么？,124,雨,/user/profile/5b91f61220fa59000147d7be?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6638c346000000001e0302d4,/search_result/6638c346000000001e0302d4?xsec_token=ABQLxYaeiyHYMGNNbt_KEF4crUpXOdi_0xQvhyT3kHka4=&xsec_source=pc_search,124,www.xiaohongshu.com/explore/6638c346000000001e0302d4
喝核污水之前vs喝核污水后,43,~小困包~love💤,/user/profile/64ea097000000000010079c4?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6638ab9b000000001e0279a9,/search_result/6638ab9b000000001e0279a9?xsec_token=ABQLxYaeiyHYMGNNbt_KEF4TMYtPZannX5nnzCZIrq4Js=&xsec_source=pc_search,43,www.xiaohongshu.com/explore/6638ab9b000000001e0279a9
,76,你的聆月.,/user/profile/63dfadc70000000026006150?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6635d61d000000001e03b599,/search_result/6635d61d000000001e03b599?xsec_token=ABhf1jkvb-dkebCXH_552Byj1LWAoq10JUBFT9qmI-eXI=&xsec_source=pc_search,76,www.xiaohongshu.com/explore/6635d61d000000001e03b599
新加坡日本水产还能吃吗🤷,3,今明后天不起床,/user/profile/5b4b17e24eacab468b572c50?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66356dcc000000001e039772,/search_result/66356dcc000000001e039772?xsec_token=ABhf1jkvb-dkebCXH_552ByueHF20OFFCjRqSMXPOmC6U=&xsec_source=pc_search,3,www.xiaohongshu.com/explore/66356dcc000000001e039772
排海核污水有没有侵害我们的生活？,5,墩墩小北,/user/profile/5ee53c2500000000010052a7?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66343a93000000001e033e7f,/search_result/66343a93000000001e033e7f?xsec_token=AB_kFAbVOzWwYWMDTeP-IUdgMpplkcoFyNNLIJ_3E1_ns=&xsec_source=pc_search,5,www.xiaohongshu.com/explore/66343a93000000001e033e7f
曾经满世界跑遍,74,S°J一直一直会^,/user/profile/58e3b34250c4b45de3f85600?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66338bb8000000001e033372,/search_result/66338bb8000000001e033372?xsec_token=ABgNYrCntNuPjvZWCxTSFkO93B72SRA6O0F_2Djkqr90M=&xsec_source=pc_search,74,www.xiaohongshu.com/explore/66338bb8000000001e033372
浙江宁波海边五一辐射值更新,1203,甬探,/user/profile/625b86a90000000010006ea5?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6631a439000000001e0362aa,/search_result/6631a439000000001e0362aa?xsec_token=AB3gxYsn6-Z4Jwrf6dOXzChFmXHSQ600r2ndZpssFB_Sk=&xsec_source=pc_search,1203,www.xiaohongshu.com/explore/6631a439000000001e0362aa
日本核废水，日料还敢吃吗？,12,罗凯天,/user/profile/61c16a48000000000201c1df?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662f77d4000000001e01c6ef,/search_result/662f77d4000000001e01c6ef?xsec_token=ABUD4yxtmRvIMK2t9aSa_9pUSUdM1BSUxpu0c9KlsSNBo=&xsec_source=pc_search,12,www.xiaohongshu.com/explore/662f77d4000000001e01c6ef
海水辐射持续更新,2616,在路上,/user/profile/5fcb723a0000000001009487?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662ee356000000001c00441f,/search_result/662ee356000000001c00441f?xsec_token=AB-I7JAwbfksuVNkno-qnVl5fKZw2vKh6OA1p_tEVRkjM=&xsec_source=pc_search,2616,www.xiaohongshu.com/explore/662ee356000000001c00441f
4月28日中日韩三国各辐射监测点数据,135,膳氧,/user/profile/5d2fdaaf0000000016020e23?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662e3a1e000000000d032d86,/search_result/662e3a1e000000000d032d86?xsec_token=AB-I7JAwbfksuVNkno-qnVl03SxyiEIXyoQakZNhz0L9Y=&xsec_source=pc_search,135,www.xiaohongshu.com/explore/662e3a1e000000000d032d86
,4.6万,在路上,/user/profile/5fcb723a0000000001009487?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662d8a80000000000d03007b,/search_result/662d8a80000000000d03007b?xsec_token=ABosqRb4FAhaSVnzQxwbKC5X3hkeZ4Q2pgNT5Lfw8Ol8g=&xsec_source=pc_search,40000,www.xiaohongshu.com/explore/662d8a80000000000d03007b
核污水到达第1天，食堂午餐打了虾都不敢吃,45,小梅花,/user/profile/57463fec50c4b46d83fad7a7?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662b3521000000001c00577d,/search_result/662b3521000000001c00577d?xsec_token=AB1FhZKo6ZBQdL6GSMuc3GwNY0NHNW83N3fSEg1FMZVtY=&xsec_source=pc_search,45,www.xiaohongshu.com/explore/662b3521000000001c00577d
手起刀落 像是地狱来的屠夫。,1.3万,牧牧酱紫,/user/profile/64195de90000000012013d51?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662a3d260000000001030304,/search_result/662a3d260000000001030304?xsec_token=ABpFNz5sWJ-zDTBGhW1x5vEZM5yZh2cU-brBFvq29bGew=&xsec_source=pc_search,10000,www.xiaohongshu.com/explore/662a3d260000000001030304
我K！真希望这是一场梦！,761,奶爸黄黄黄,/user/profile/5c19dfb1000000000702fc52?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66289719000000001c005d06,/search_result/66289719000000001c005d06?xsec_token=ABBovKbCkyC9P3PI4qNKRdS-5hOhzr6EIURlPLiWGmveE=&xsec_source=pc_search,761,www.xiaohongshu.com/explore/66289719000000001c005d06
去海边测一下核辐射,183,Joseph Chen,/user/profile/6076cd26000000000101f7a1?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6627cdca000000000401a196,/search_result/6627cdca000000000401a196?xsec_token=ABwQpV9V5P2J7LXfCPN630h237Gg3qrwmiElX8acp7V1o=&xsec_source=pc_search,183,www.xiaohongshu.com/explore/6627cdca000000000401a196
原来如此，暂果解放核污水的真相找到了,54,彩姐的笔记,/user/profile/607ed0c8000000000101e8ff?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6626250b000000001c008900,/search_result/6626250b000000001c008900?xsec_token=ABzKEnlHiGjDAQfiQFHZmpK4PuNqziSisBJHnmErRY2j8=&xsec_source=pc_search,54,www.xiaohongshu.com/explore/6626250b000000001c008900
“大海在哭泣，世界在悲鸣”,139,沐屿～#映南,/user/profile/63da437500000000260124dc?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6625160000000000040183bf,/search_result/6625160000000000040183bf?xsec_token=AB9dAWcPax2qKD_X-gNUhyko4trWoeSdkN42wKMjoEeso=&xsec_source=pc_search,139,www.xiaohongshu.com/explore/6625160000000000040183bf
准备好了吗！ 日本核污水4月20号抵达！！！,102,大王,/user/profile/64b1e9e9000000002a034315?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66238ec4000000000401b275,/search_result/66238ec4000000000401b275?xsec_token=ABPzIf9VEzjH-8FlzckUvuRvYr_QF0bsIDDJdEKoiBtCs=&xsec_source=pc_search,102,www.xiaohongshu.com/explore/66238ec4000000000401b275
核污染水抵达上海后，还可以去哪里看海？,74,六大洋,/user/profile/64a07a9b000000000a021c79?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/66226a6b000000001c00a187,/search_result/66226a6b000000001c00a187?xsec_token=ABofCjB9e6WBcr_R083FF-T-x1277Zqy4CCtpN1_catRw=&xsec_source=pc_search,74,www.xiaohongshu.com/explore/66226a6b000000001c00a187
人们已经开始淡忘日本排核污水这件事情‼️,70,贤妈懂女人,/user/profile/6235a57e0000000010007c55?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/662261da000000000302164c,/search_result/662261da000000000302164c?xsec_token=ABofCjB9e6WBcr_R083FF-T6NdoDxx3lnkQ5qkAZjun4M=&xsec_source=pc_search,70,www.xiaohongshu.com/explore/662261da000000000302164c
,213,星辰清逸,/user/profile/6582546200000000200376b5?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/661d2e4a000000001a017ff6,/search_result/661d2e4a000000001a017ff6?xsec_token=ABCRV-nCbi8g2k9x3wRfm_zFPOXexXmvMmms7fgksH8uo=&xsec_source=pc_search,213,www.xiaohongshu.com/explore/661d2e4a000000001a017ff6
吃了核废水污染后的鱼，会怎么样？AI告诉你,105,AI眼中人,/user/profile/65f81fce000000000d026f35?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6617d7420000000004019f30,/search_result/6617d7420000000004019f30?xsec_token=ABrnOxvl9clfcXBnIkFB7t7w6gEggQ49CWnkXuNHD4LIU=&xsec_source=pc_search,105,www.xiaohongshu.com/explore/6617d7420000000004019f30
没有时间了，核废水4月中旬就到中国了,1008,柠檬-张云雷-二奶奶,/user/profile/61ea6c7100000000210258b1?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/6610b333000000001b00b17b,/search_result/6610b333000000001b00b17b?xsec_token=ABCGWnXHno7PxJU5KZ7CfRJHGcnddvAxlqeL6Q1X1ShNE=&xsec_source=pc_search,1008,www.xiaohongshu.com/explore/6610b333000000001b00b17b
日本核污水排放！,107,彩姐的笔记,/user/profile/607ed0c8000000000101e8ff?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/660c260f000000001b01185c,/search_result/660c260f000000001b01185c?xsec_token=ABvcEPisMPrvbx82t-MFoq_3qIoaAhIfHaLUP7mN7AtOc=&xsec_source=pc_search,107,www.xiaohongshu.com/explore/660c260f000000001b01185c
核废水🤬,赞,魚.恋海,/user/profile/5cbebae40000000017033a4c?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board,/explore/669d21cc0000000025017711,/search_result/669d21cc0000000025017711?xsec_token=ABoHzno4MwbJIXf9WhM3Ewwzc9dDUEB3N-GcPHWnhRie4=&xsec_source=pc_search,0,www.xiaohongshu.com/explore/669d21cc0000000025017711
